label,tweet
happy,"btw Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 please..."
happy,yaallah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget 😭
anger,wkwk Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 aslii
happy,"Akhirnya punya full,, duhh ini terakhir download deh, karena ini dr vlive jd kudu didownload sblm dblock huhu makasih banget yg ud mau berbagi"
fear,"EH SETIAP MALAM GW MIMPI BURUK, TAKUT BGT KEJADIAN NYATA..."
sadness,BTW KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢 ASLII
love,yaallah Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚
love,[USERNAME] Cinta terhadap negara merupakan bentuk bela tanah air. Jadilah pahlawan untuk negara dalam bentuk manifestasi menghargai tamu negara yang sedang di undang negara kita.
sadness,anjir Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 parah
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 ASLII
anger,Yaallah gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 yaaa
fear,"wkwk Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti."
fear,"Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur, yaa ikut libur. Kalo dipaksain masuk nanti bingung sendiri kerjanya gimana"
anger,eh Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 yaaa
anger,Jangan main2 sama hati orang! lo kira ini lucu?
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. bgt 😭
love,My boy is too handsome!! Really cintaee him si gemeshhh tapi skrg bawel bgt sih mana byk maunya tp tetep sayang sekaliii udah sekoyaaah udah pinter udah ngerti diajak ngobrol hihi [URL]
anger,"WKWK BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! DEH"
love,"yaallah Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 sih"
sadness,yah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 aslii
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 yaaa please...
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 😭
sadness,Anjir gak tau kenapa akhir2 ini ngerasa kosong aja... deh
fear,yaallah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... dong
anger,"apa tdk ada kata lain, yg dipelajari anak2 disekolah ttg Cebong berbeda bagi mrk, anak2 tanya : Jadi Cebong itu orang ya, bukan anak Katak ? [URL]"
anger,GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. PLEASE...
love,"wkwk Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. yaampun"
anger,anjir Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 parah
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... bgt anjirrr
anger,"[USERNAME] [USERNAME] orderan GK-83526723, driver gojek mgomel ke saya keterangan alamat yg saya tulis ga bs di liat di aplikasi yg dia pegang, pdhl saya udah tulis lengkap no rumah saya no. 10, kesel saya diomel2in krn aplikasi gojek ygvkrg kom"
sadness,btw Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 aslii 😭
anger,Yah gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 yaampun
anger,"yah Bangshaaat emg lo! Udah ngerebut, nyalahin pula! yaaa"
anger,Eh orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! aslii
anger,eh Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! deh
anger,yah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! sih
anger,"Btw bangshaaat emg lo! udah ngerebut, nyalahin pula! 😭"
sadness,"WKWK AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. ASLII"
sadness,Kangen mama :( buat temen2 yg masih ditemeni mamanya ataupun kedua ortu. Kalian sangat beruntung.. sayangi mrk selagi msh ada kesempatan [URL]
anger,wehh ga bs gtu jg dong. kalo pergantian gtu kan emg ada transisinya. tp hak nya kan tetep ssuai jobdes dong. kmu puasa2 di dzalim gtu. pukpukk. senior junioritas itu
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! banget deh
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. parah 😭"
happy,"Abis take away beberapa menu Tulung Agung Pasar Baru. Sebelumnya, tiap kemari Dapy selalu makan Rawon doang. Tapi ini nyicipin 3 makanan berbeda sekaligus. Nasi Pecel sama Campurnya enak [URL]"
happy,"ANJIR LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎 DONG"
sadness,"wkwk Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. plisss"
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 yaampun"
anger,ciee Jangan main2 sama hati orang! Lo kira ini lucu? aslii
sadness,"wkwk Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih 😭"
anger,btw Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! sih yaampun
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. bgttt
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa. sumpah
happy,btw Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 yaaa
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 sih
love,Tp iya sih dosa lo banyak sm gue. Tp aku tetep cinta kok muahh
anger,yah Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 kek gitu
fear,Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... sumpah
sadness,masih ikut dengan mertua rasanya nano nano bgt... nyari rumah buat di kredit juga susah bgt... posisi lagi hamil anak pertama.. kadang bikin emosi naik turun... pengennya mandiri tapi mungkin belum saatnya..
love,"yaallah Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. bgt"
fear,Yah takut kehilangan orang2 yang gw sayang. dunia ini gak pasti... bgt
anger,"Manusia rakus bunda, menteri udah advokat dirampok juga, banyak tahu rahasia negara waktu di istana sama orba, bandit bingit"
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh dong
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaampun
happy,Dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 dong
fear,"yaallah Liat berita kriminal tiap hari, bikin parnoan kemana2. sumpah"
happy,"wkwk Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 sumpah"
sadness,"yah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. aslii"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 parah"
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 plisss
anger,"Make sure sebelum ngatain orang lain jelek, you lebih kece. Make sure sebelum ngatain orang lain tolol, you lebih cerdas. Make sure sebelum ngatain orang lain drama, you bukan orang yang baperan."
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. sih
happy,wkwk Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 deh
anger,YAALLAH GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 yaaa
sadness,"yaallah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur."
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. aslii"
fear,"eh Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 lohh"
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 anjirrr
anger,"btw Bangshaaat emg lo! Udah ngerebut, nyalahin pula! parah"
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! BGT"
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 anjirrr
fear,"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh... Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian!!! Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput:("
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa. lohh
anger,Jangan main2 sama hati orang! Lo kira ini lucu? yaaa deh
anger,anjir Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! kek gitu anjirrr
anger,anjir Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh
anger,Tidak memaksa bwt knl sama gw tidak memaksa bwt ml sama gw yg gw paling gak suka chat gak pernh di bls giliran gw gak bls loe sakit juga gak hahaha makan tuh ucapan loe sendri
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa
anger,yaallah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! sih
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. lohh plisss
happy,"EH LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎"
love,"wkwk Setiap detik mikirin kamu, pengen terus ada di sampingmu. kek gitu"
sadness,Ini Juni Dimana gugur daun bidara melunglai.. Meresapkan sepi Hanya sesak rindu menggebu Disemua lembar lembar kekaguman Aku pada mu Sudah Lelah kah kau menatap? Sementara langit masih menyimpan cahaya.. Biarkan malam memeluk gelap Pagi memuja sunyi Dan Aku mencinta engkau
happy,Baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 please...
fear,"Bodoh bgt emang gue, telat sadar kalo menutup aurat itu ya gitu loh. Bodo amat mau lo d rumah lo sendiri, krn bisa aja ada tamu non mahram dateng. Atau tiba2 sepupu laki2 dateng."
sadness,"Udah buru2 pulang biar bisa nonton ""The Clash of Titan"" eehh.... Serena memutuskan retired karena cedera otot lengan. Ya gimana lagi...kesehatan adlh yg utama kan. Setelah ini udah jelas, i'm rooting for Maria Sharapova. #RolandGarros18 [URL]"
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 bgttt
fear,eh Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... banget
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 lohh bgttt"
love,"wkwk Setiap detik mikirin kamu, pengen terus ada di sampingmu."
sadness,KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢 KEK GITU
happy,Dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 yaaa
sadness,"ciee Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. banget plisss"
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 parah anjirrr
sadness,ciee Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 kek gitu sumpah
anger,Jangan main2 sama hati orang! lo kira ini lucu? banget
anger,btw Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! bgt
happy,wkwk Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 lohh sumpah
happy,Ketika ada kegiatan kantor di Pusat yang bertepatan pada rencana tgl pulang itu artinya adalah tiket pulang gratis :) [URL]
happy,"btw Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 deh"
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. banget sumpah"
fear,"Apakah ini berarti takfiri? Ya Allah, cukuplah Engkau sebagai Rabb kami, Tempat bersandar dan meminta pertolongan. Kami berlepas diri dari orang-orang yang mempersekutukanMu dengan apapun. [URL]"
love,"anjir Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 yaaa deh"
sadness,"YAH AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. SUMPAH"
fear,"yaallah Liat berita kriminal tiap hari, bikin parnoan kemana2. kek gitu"
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 parah dong
love,":: meski aku golput.. tp salut [USERNAME] .. ia satu2nya presiden #RakyatIndonesia yg bisa menangis di depan publik... :: memang tak sedikit lawan2 politiknya.. mngcap dia sombong.. :: tapi, nyatanya, ia menangis.. :: :: #SaveNKRI [URL]"
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh yaampun
anger,JANGAN MAIN2 SAMA HATI ORANG! LO KIRA INI LUCU? YAAA
love,"yaallah Setiap detik mikirin kamu, pengen terus ada di sampingmu. banget"
love," Jika ingat diriMu, hati ini plong gitu ku akan mempetahankan dirimu dalam rasaku karena kau adalah........... Sejatiku...!!! penuh cinta"
love,"yah Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌"
love,"yah Setiap detik mikirin kamu, pengen terus ada di sampingmu. yaampun"
anger,"Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari pembingkaian di luar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis. Tahyul dan bahlul!!"
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 bgttt"
love,ciee Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 kek gitu anjirrr"
anger,"Ini pada bege apa ga paham sih, dikasih peluang ko malah di bagi2 ya persentasenya buat lu berkurang lah. Intinya gini aja si lu dapet informasi karna lu rajin dan ini hak lu. Yg ga rajin biarin aja dia ga ada usaha mau cari tau."
sadness,Pencitraan terbesar kampus itu ketika mau akreditasi. Semua ruangan dirapikan yang dulunya gak ada menjadi ada... yang dulunya ada malah dihilangkan.
happy,"wkwk Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 kek gitu dong"
happy,Pernyataan [USERNAME] lansung tuhan bayar tunai.. Terimakasih ya allah yg menguasai aib manusia.. terangkan lah.. terangkanlah.. [URL]
fear,Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... aslii
sadness,"btw Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. aslii plisss"
happy,"yaallah Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 aslii"
sadness,"Katanya dokter gigi sih klo makan jangan sebelah doang (kiri ajah atau kanan ajah) nanti bisa dislokasi atau apa gitu rahangnya.. tp kan, itu menunjukkan ke konsistenan nya diriku pak dok."
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... kek gitu
anger,GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. LOHH
love,"CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 KEK GITU"
love,"Anjir cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺"
sadness,"btw Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. aslii"
fear,"Bu [USERNAME] Pak [USERNAME] Ini tdk ada no seri kelihatan photo copyan dipotongi,Nilainya sih kcl tp potensi pendapatan daerah hilang [URL]"
happy,"[USERNAME] [USERNAME] Oh iya bisa tuh tp mesti bikin mold bentuk panda dulu hahahaha, aku pngn nya bikin marble soap nis kyk gini [URL]"
fear,"Francey agak terkejut saat mendengarmu meneriakinya. Seolah jiwanya melompat seperti seseorang yang sedang menonton bagian jumpscare dalam sebuah film horror. Wajah Francey berubah, ia agak ngeri dengan wanita disebelahnya ini."
love,"WKWK GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌 YAAA"
anger,BTW GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 SIH
anger,yah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! yaaa dong
fear,"RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 sih sumpah"
happy,Awalilah pagimu dengan pikiran yang jernih serta positif meraih mimpi. Selamat hari Senin
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! banget"
happy,"Yaallah liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
anger,Intinya. Mimpin keluarga dulu. Baru boleh bermimpi memimpin yg Laen. 1.000 % semua orang setuju. Yg ga setuju? Ya brati bukan orang. Gitu aja kok repOt
fear,"yah Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. sih anjirrr"
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. aslii"
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh
love,"Btw lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. bgttt"
anger,"Kalian semua boleh berasumsi, tapi tolong bijaksana. Jangan ngomong sana-sini cari pembuktian tapi berujung fitnah. Thanks for you guys, yg udah ngertiin banget dan ga ngomong yg engga engga."
sadness,"wkwk Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. parah deh"
love,"YAALLAH CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 SIH"
anger,Yaallah gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa. deh
anger,yaallah Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. please...
love,eh Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 banget
love,"ANJIR LO EMG BUKAN YANG PERTAMA, TAPI GW HARAP LO JADI YANG TERAKHIR. KEK GITU"
anger,"yah Bangshaaat emg lo! Udah ngerebut, nyalahin pula!"
fear,"RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱 KEK GITU"
happy,anjir Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 kek gitu sumpah
sadness,ciee Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaampun
love,ciee Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 sih
happy,"EH HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 YAAMPUN"
love,"Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. yaaa 😭"
anger,Anjir gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... bgt bgttt
anger,"Yaallah bangshaaat emg lo! udah ngerebut, nyalahin pula! bgt 😭"
fear,"yah Liat berita kriminal tiap hari, bikin parnoan kemana2. lohh 😭"
sadness,GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... LOHH
love,"eh Setiap detik mikirin kamu, pengen terus ada di sampingmu. bgt please..."
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. ASLII PLISSS"
anger,wkwk Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgt bgttt
anger,"WKWK BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! 😭"
anger,JANGAN MAIN2 SAMA HATI ORANG! LO KIRA INI LUCU? LOHH DEH
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 yaaa deh"
sadness,"ANJIR AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. BGT"
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 yaampun
happy,Dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 lohh
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sih"
happy,"ciee Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 aslii"
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. kek gitu"
sadness,"Namun kuakui jika tebakan Pak Seno dan Ibu Tuti pagi itu betul terkait keikhlasan kami. Kami belum ikhlas. ""Coba kalian pikirkan, apa yg kalian abaikan dari sikap kalian yg belum juga ikhlas ini?"" Kami diam."
anger,"Itu pulau buatan mumpung baru jadi pulaunya belom apartemennya ya di cancel lah, nantinya untuk kepentingan rakyat DKI. Nah kalau tempat sampah di cancel enaknya buat apa? Masa buat melihara kecebong "
happy,"YAH LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎"
sadness,"YAH GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. YAAA PLISSS"
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 parah yaampun
love,"WKWK SETIAP DETIK MIKIRIN KAMU, PENGEN TERUS ADA DI SAMPINGMU."
love,"eh Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 parah deh"
love,"Selamat sore, aa gervan! Jangan lupa makan sore yah sayang! Jangan sampe kecapean juga kamu. Aku sayang kamu :*"
fear,"anjir Liat berita kriminal tiap hari, bikin parnoan kemana2. banget deh"
fear,"pagi ini nonton berita headline nya bikin takut mulai dari 'Suami bunuh istri' , 'Kakek perkosa cucu' , 'Ayam bakar solo' . ngeri banget nih berita"
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! aslii sumpah"
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 parah bgttt"
sadness,"Anjir gw pikir dia serius, ternyata cuma mainin perasaan. hancur. sih plisss"
fear,"wkwk Setiap malam gw mimpi buruk, takut bgt kejadian nyata... dong"
